33      west, and a wall of broken rock to the east. There is a large "Y2" on
33      a rock in the room's center.
34      You are in a jumble of rocks, with cracks everywhere.
35      You're at a low window overlooking a huge pit, which extends up out of
35      sight. A floor is indistinctly visible over 50 feet below. Traces of
35      white mist cover the floor of the pit, becoming thicker to the right.
35      Marks in the dust around the window would seem to indicate that 
35      someone has been here recently. Directly across the pit from you and
35      25 feet away there is a similar window looking into a lighted room. A
35      shadowy figure can be seen there peering back at you.
36      You are in a dirty broken passage. To the east is a crawl. To the west
36      is a large passage. Above you is a hole to another passage.
37      You are on the brink of a small clean climbable pit. A crawl leads
37      west.
38      You are in the bottom of a small pit with a little stream, which enters
38      and exits through tiny slits.
39      You are in a large room full of dusty rocks. There is a big hole in
39      the floor. There are cracks everywhere, and a passage leading east.
40      You have crawled through a very low wide passage parallel to and north
40      of the Hall of Mists.
41      You are at the west end of the Hall of Mists. A low wide crawl continues
41      west and another goes north. To the south is a little passage 6 feet
41      off the floor.
42      You are in a maze of twisty little passages, all alike.
43      You are in a maze of twisty little passages, all alike.
44      You are in a maze of twisty little passages, all alike.
45      You are in an angled passageway with light at the top.
46      You are in a shiny clean room.
47      You are in a narrow twisty passage with many visible paths away.
48      Dead end.
49      You are in a maze of twisty little passages, all alike.
50      You are in a maze of twisty little passages, all alike.
51      You are in a maze of twisty little passages, all alike.
52      You are in a maze of twisty little passages, all alike.
53      You are in a maze of twisty little passages, all alike.
54      Dead end.
55      You are in a maze of twisty little passages, all alike.
56      Dead end.
57      You are on the brink of a thirty foot pit with a massive orange column
57      down one wall. You could climb down here but you could not get back
57      up. The maze continues at this level.
58      Dead end.
59      You have crawled through a very low wide passage parallel to and north
59      of the Hall of Mists.
60      You are at the east end of a very long hall apparently without side
60      chambers. To the east a low wide crawl slants up. To the north a round
60      two foot hole slants down. THere is an exit to the south.
61      You are at the west end of a very long featureless hall. The hall joins
61      up with a narrow north/south passage.
62      You are at the crossover of a high N/S passage and a low E/W one.
63      Dead end.
64      You are at a complex junction. A low hands-and-knees passage from the
64      north joins a higher crawl from the east to make a walking passage
64      going west. THere is also a large room above. The air is damp here.
65      You are in bedquilt, a long east/west passage with holes everywhere.
65      To explore at random select north, south, up, or down.
66      You are in a room whose walls resemble Swiss cheese. Obvious passages
66      go west, east, NE, and NW. Part of the room is occupied by a large
66      bedrock block.
67      You are at the east end of the twopit room. The floor here is littered
67      with thin rock slabs, which make it easty to descend the pits. There is
67      a path here bypassing the pits to connect passages from east and west.
67      There are holes all over, but the only big one is on the wall directly
67      over the west pit where you can't get to it.
68      You are in a large low circular chamber whose floor is an immense slab
68      fallen from the ceiling (slab room). East and west there once were
68      large passages, but they are now filled with boulders. Low small
68      passages go north and south, and the south one quickly bends west
68      around the boulders.
69      You are in a secret N/S canyon above a large room.
70      You are in a secret N/S canyon above a sizable passage.
71      You are in a secret canyon at a junction of three canyons, bearing
71      north, south, and SE. The north one is as tall as the other two
71      combined.
72      You are in a large low room. Crawls lead north, SE, and SW.
73      Dead end crawl.
74      You are in a secret canyon which here runs E/W. It crosses over a very
74      tight canyon 15 feet below. If you go down you may not be able to get
74      back up.
75      You are at a wide place in a very tight N/S canyon.
76      The canyon here becomes too tight to go further south.
77      You are in a tall E/W canyon. A low tight crawl goes 3 feet north and
77      seems to open up.
78      The canyon runs into a mass of boulders -- dead end.
79      The stream flows out through a pair of 1-foot diameter sewer pipes.
79      It would be advisable to use the exit.
80      You are in a maze of twisty little passages. all alike.
81      Dead end.
82      Dead end.
83      You are in a maze of twisty little passages. all alike.
84      You are in a maze of twisty little passages. all alike.
85      Dead end.
86      Dead end.
87      You are in a maze of twisty little passages. all alike.
88      You are in a long, narrow corridor stretching out of sight to the west.
88      At the eastern end is a hole through which you can see a profusion of
88      leaves.
89      There is nothing here to climb. Use "UP" or "OUT" to leave the pit.
90      You have climbed up the plant and out of the pit.
91      You are at the top of a steep incline above a large room. You could
91      climb down here, but you would not be able to climb back up. There is
91      a passage leading back to the north.
92      You are in the giant room. THe ceiling here is too high up for your
92      lamp to show it. Cavernous passages lead east, north, and south. On
92      the west wall is scrawled the inscription, "FEE FIE FOE FOO" sic.
93      The passage here is blocked by a recent cave-in.
94      You are at one end of an immense north/south passage.
95      You are in a magnificent cavern with a rushing stream, which cascades
95      over a sparkling waterfall into a roaring whirlpool which disappears
95      through a hole in the floor. Passages exit to the south and west.
96      You are in the soft room. The walls are covered with heavy curtains,
96      the floor with thick pile carpet. Moss covers the ceiling.
97      This is the Oriental room. Ancient Oriental cave drawings cover the
97      walls. A gently sloping passage leads upward to the north, another
97      passage leads SE, and a hands-and-knees crawl leads west.
98      You are following a wide path around the outer edge of a large cavern.
98      Far below, through a heavy white mist, strange splashing noises can be
98      heard. The mist rises up through a fissure in the ceiling. The path
98      exits to the south and west.
99      You are in an alcove. A small NW path seems to widen after a short
99      distance. An extremely tight tunnel leads east. It looks like a very
99      tight squeeze. An eerie light can be seen at the other end.
100     You're in a small chamber lit by an eerie green light. An extremely
100     narrow tunnel exits to the west. A dark corridor leads NE.
101     You're in the dark room. A corridor leading south is the only exit.
102     You are in an arched hall. A coral passage once continued up and east
102     from here, but is now blocked by debris. The air smells of sea water.
103     You're in a large room carved out of sedimentary rock. The floor and
103     walls are littered with bits of shells embedded in the stone. A shallow
103     passage proceeds downward, and a somewhat steeper one leads up. A low
103     hands-and-knees passage enters from the south.
104     You are in a long sloping corridor with ragged sharp walls.
105     You are in a cul-de-sac about eight feet across.
106     You are in an anteroom leading to a large passage to the east. Small
106     passages go west and up. The remnants of recent digging are evident.
106     A sign in mid-air here says "Cave under construction beyond this point.
106     Proceed at own risk. Witt Construction Company"
107     You are in a maze of twisty little passages, all different.
108     You are at Witt's End. Passages lead off in ALL directions.
109     You are in a north/south canyon about 25 feet across. The floor is
109     covered by white mist seeping in from the north. The walls extend
109     upward for well over 100 feet. Suspended from some unseen point far
109     above you, an enormous two-sided mirror is hanging parallel to and
109     midway between the canyon walls. (The mirror is obviously provided
109     for the use of the dwarves, who as you know, are extremely vain.) A
109     small window can be seen in either wall some fifty feet up.
110     You're at a low window overlooking a huge pit, which extends up out of
110     sight. A floor is indistinctly visible over 50 feet below. Traces of
110     white mist cover the floor of the pit, becoming thicker to the left.
110     Marks in the dust around the window would seem to indicate that someone
110     has been here recently. Directly across the pit from you and 25 feet
110     away there is a similar window looking into a lighted room. A shadowy
110     figure can be seen there peering back at you.
111     A large stalactite extends from the roof and almost reaches the floor
111     below. You could climb down it, and jump from it to the floor, but
111     having done so you would be unable to reach it to climb back up.
107     You are in a little maze of twisting passages, all different.
113     You are at the edge of a large underground reservoir. An opaque cloud
113     of white mist fills the room and rises rapidly upward. The lake is fed
113     by a stream, which tumbles out of a hole in the wall about 10 feet
113     overhead and splashes noisily into the water somewhere within the mist.
113     The only passage goes back toward the south. There is a little boat at
113     the edge of the reservoir.
114     Dead end.
115     You are at the northeast end of an immense room, even larger than the
115     giant room. It appears to be a repository for the "ADVENTURE" program.
115     Massive torches far overhead bathe the room with smoky yellow light.
115     Scattered about you can be seen a pile of bottles (all of them empty),
115     a nursery of young beanstalks murmuring quietly, a bed of oysters, a
115     bundle of black rods with rusty stars on their ends, and a collection
115     of brass lanterns. Off to one side a great many dwarves are sleeping
115     on the floor, snoring loudly. A sign nearby reads: "Do not disturb the
115     dwarves." An immense mirror is hanging against one wall, and stretches
115     to the other end of the room, where various other sundry objects can
115     be glimpsed dimly in the distance.
116     You are at the southwest end of the repository. To one side is a pit
116     full of fierce green snakes. On the other side is a row of small wicker
116     cages, each of which contains a little sulking bird. In one corner is
116     a bundle of black rods with rusty marks on their ends. A large number
116     of velvet pillows are scattered about on the floor. A vast mirror
116     stretches off to the northeast. At your feet is a large steel grate,
116     next to which is a sign which reads, "Treasure vault. Keys in main
116     office."
117     You are on one side of a large, deep chasm. A heavy white mist rising
117     up from below obscures all view of the far side. A SW path leads away
117     from the chasm into a winding corridor.
118     You are in a long winding corridor sloping out of sight in both
118     directions.
119     You are in a secret canyon which exits to the north and east.
120     You are in a secret canyon which exits to the north and east.
121     You are in a secret canyon which exits to the north and east.
122     You are on the far side of the chasm. A NE path leads away from the
122     chasm on this side.
123     You're in a long east/west corridor. A faint rumbling noise can be
123     heard in the distance. There is some writing on the wall. It appears
123     to be  description of a programming language. The only thing that is
123     legible is: "<command> ::= <verb> <object> | <verb> | <command>,<".
124     The path forks here. The left fork leads northeast. A dull rumbling
124     seems to get louder in that direction. The right fork leads southeast
124     down a gentle slope. The main corridor enters from the west.
125     The walls are quite warm here. From the north can be heard a steady
125     roar, so loud that the entire cave seem to be trembling. Another
125     passage leads south, and a low crawl goes east.
126     You are on the edge of a breath-taking view. Far below you is an active
126     volcano, from which great gouts of molten lava come surging out,
126     cascading back down into the depths. The glowing rock fills the
126     farthest reaches of the cavern with a blood-red glare, giving everything
126     an eerie, macabre appearance. The air is filled with flickering sparks
126     of ash and a heavy smell of brimstone. The wall are hot to the touch,
126     and the thundering of the volcano drowns out all other sounds. Embedded
126     in the jagged roof far overhead are myriad twisted formations composed
126     of pure white alabaster, which scatter the murky light into sinister
126     apparitions upon the walls. To one side is a deep gorge, filled with a
126     bizarre chaos of tortured rock which seems to have been crafted by
126     the devil himself. An immense river of fire crashes out from the depths
126     of the volcano, burns its way through the gorge, and plummets into a
126     bottomless pit far off to your left. To the right, a gigantic geyser of
126     blistering steam erupts continuously from a barren island in the center
126     of a sulfurous lake, which bubbles ominously. The far right wall is
126     aflame with an incandescence of its own, which lends an additional
126     infernal splendor to the already hellish scene. A dark, foreboding
126     passage exits to the south.
127     You are in a small chamber filled with large boulders. The walls are
127     very warm, causing the air in the room to be almost stifling from the
127     heat. The only exit is a crawl heading west, through which is coming
127     a low rumbling.
128     You are walking along a gently sloping north.south passage lined with
128     oddly shaped limestone formations.
129     You are standing at the entrance to a large, barren room. A sign
129     posted above the entrance reads: "Caution, bear in room."
130     You are inside a barren room. The center of the room is completely
130     empty except for some dust. Marks in the dust lead away toward the far
130     end of the room. The only exit is the way you came in.
131     You are in a maze of twisting little passages, all different.
132     You are in a little maze of twisty passages, all different.
133     You are in a twisting maze of little passages, all different.
134     You are in a twisting little maze of passages, all different.
135     You are in a twisty little maze of passages, all different.
136     You are in a twisty maze of little passages, all different.
137     You are in a little twisty maze of passages, all different.
138     You are in a maze of little twisting passages, all different.
139     You are in a maze of little twisty passages, all different.
140     Dead end.
141     You are in a small room with marble walls, floor, and ceiling. Your
141     foot steps echo.
142     There is a very strong wind blowing through the room from the east
142     passage to the west passage.
143     You're in the chamber of the east wind. There is a sign here that
143     reads: "Danger: strong wind".
144     You're in the west wind passage. The wind is blowing so hard that you
144     cannot continue.
145     The wind is too string -- you get blown away.
146     You are in a room with no name. Passages lead in several directions.
147     You are in a room with mirrors on all the walls.
148     You are in a room with an exit to the south and a smooth slide that
148     exits to the east.
149     You are in a passage with faint pleasant noises.
150     There is a gentle waterfall here. As the water falls through the air,
150     it makes a noise similar to fairies singing and giggling.
151     Spread before you is an organic garden of etiolated plants.
152     You are at the north end of an incredibly wide room.
153     You are in a small room that seems to be a home for a labor of moles.
154     You are in the center of an incredibly wide room.
155     You are at the west end of an incredibly wide room.
156     You are at the east side of an incredibly wide room.
157     You are at the south end of an incredibly wide room.
158     You are on a well traveled path.
159     You are in a hazy passageway.
160     You are in a large room with a beautiful grand piano build into the
160     rock.
161     This is a very strange room. There is a rustling sound off to one side.
162     You are in an empty room.
163     You are in a very creepy room. A sign on the wall says "MAGIC is the
163     word."
164     You are in an obsidian alcove.
165     You are in a large room carved out of obsidian.
166     You are in a debris room filled with stuff washed in from the surface.
166     A low wide passage with cobbles becomes plugged with mud and debris
166     here, but an awkward canyon leads upward and west.
167     You are at the edge of a large underground reservoir. An opaque cloud
167     of white mist fills the room and rises rapidly upward. The lake is fed
167     by a stream, which tumbles out of a hole in the wall about 10 feet
167     overhead and splashes noisily into the water somewhere within the mist.
167     The only passage goes back toward the west. There is a little boat here.
168     You're in the boat at the north end of the reservoir.
169     You're in the boat in the middle of the reservoir.
170     You're in the boat at the south end of the reservoir.
171     You're in the boat in the middle of the reservoir.
172     You are in an expansive room with a large pair of thrones sitting at
172     one end on a platform. There is a smell of candles in the room.
173     There is a beautiful waterfall here. The sound of the water echoes
173     throughout the cavern. The water rushes down to a pool not far below
173     and seems to continue. An old wooden sign to the right says "Seven
173     Sacred Pools".
174     You don't float with your weight as it is. You drowned.
175     You are in the first of the seven sacred pools. The water is quite
175     pleasing. There is no way back - you must paddle downstream.
176     You are in the second of the seven sacred pools. There are paths to
176     both the east and the west. It looks like there are more pools
176     downstream.
177     You are in the third pool.
178     You are in the fourth pool of the seven sacred pools. There are paths
178     leaving the pool to the east and south. The stream continues to the
178     west.
179     You are in pool five. There is a passage leading north.
180     You are in the sixth pool of the seven sacred pools. The pool is fed
180     from the north, but there is no way to go upstream. Paths lead to this
180     pool from the west and northwest. There appears to be another pool
180     downstream.
181     You are in the seventh pool of the seven sacred pools. There is a
181     tattered sign that reads: "This is the last pool, you are safe now."
182     You are in a musty room. It smells like someone was here just before
182     you.
183     You are in a small room with three exits.
184     You are in an alcove that looks onto the second sacred pool. There is
184     a room on the other side of the pool. There is a crack that you might
184     be able to fit through on the west side of the alcove.
185     This room has a clean hard floor, but is not a dead end.
186     You are in a small room that overlooks the second sacred pool. A piece
186     of a small broken sigh says: "Pleasure - this way". Paths lead to the
186     north, south and west.
187     You are in a maze of many shapeless passages.
188     You are in a maze of many shapeless passages.
189     You are in a maze of many shapeless passages.
190     You are in a maze of many shapeless passages.
191     You are in a maze of many shapeless passages.
192     You are in a maze of many shapeless passages.
193     You are in a maze of many shapeless passages.
194     You are in a maze of many shapeless passages.
195     You are in a maze of many shapeless passages.
196     You are in a maze of many shapeless passages.
197     You are in a maze of many shapeless passages.
198     You are in the Menden Hall of Pleasure. The room has a warm glow.
199     You are in a maze of many shapeless passages.
200     You are in a maze of many shapeless passages.
201     You are in a maze of many shapeless passages.
202     You are in a maze of many shapeless passages.
203     You are in a maze of many shapeless passages.
204     You are in a maze of many shapeless passages.
205     You are in the north end hallway.
206     You have entered into the middle of a long north-south hallway.
207     You are in the south end hallway. You can go up and west from here.
208     There is a lot of writing on the walls. It looks like a long list. It
208     says: "At first Akiba begat Ploph, then Ploph begat Carle; Carle begat
208     Roobi; Roobi begat Borla; Borla begat Borna; Borna begat Borga; Borga
208     begat Akita; Akita begat Nila; Nila begat Dange; Dange begat Epra;
208     Epra begat Akina; Akina begat Egypa; Egypa begat Gorna; Gorna begat
208     Frilo; Frilo begat Norto; Norto begat Gordo; Gordo begat Marta; Marta
208     begat Beglo; Beglo begat Borge; Borge begat Ryplo; Ryplo begat Larse;
208     Larse begat Morge; Morge begat Varna; Varna begat Glorn; ....". In
208     the corner, "Frodo lives" is written in blue crayon. On the wall
208     nearest the exit, "Kazak is the son of Begloph and Raebes" is written
208     in red spray paint.
209     You are in a very damp room. There is no water here, but the air smells
209     of it. There are exits in most directions.
210     You are in a cramped space with exits in most directions.
211     You have come to a "Y" in the path.
212     You are in the south room off of the fourth sacred pool.
213     You are in the west side pool room.
214     You are standing in front of the sixth sacred pool of the seven sacred
214     pools.
215     You are in the east room off of pool number 4. You can exit to the
215     south.
216     You are in a very strange room. Even though your lamp is on, it is as
216     if you had no light at all. I cannot tell which direction is which and
216     I am not sure if there are walls or exits. It is as if all the light is
216     sucked out of the room.
217     You are on a narrow curving east/west passage.
218     You are in the east side pool room.
219     You have entered Lord Kazak's chamber. This room is quite large and has
219     exits to the east and west.
220     You are on a narrow curving east/west passage.
221     You are in a zig-zag east/west hallway.
222     You are in the east end of Grand Hall.
223     You are in the west end of Grand Hall.
224     You are in the east end of Elegant Hall.
225     You are in the west end of Elegant Hall.
226     You are in an extremely narrow north/south hallway.
227     You are on the east bank of a fissure slicing clear across the hall.
228     The crack is far too small for you to follow.
229	You have entered a room that almost seems to pulse with a strange beat.
229     You can overlook pulsating flames that burn from torches far below in
229     the bottom of a pit.
230     You're in the home of the large mole named Murdoc. Passages lead off in
230     all directions, but the only way in is by following Murdoc.
231     You are in a wizard's chamber. The walls are covered with shelves with
231     containers of different substances. The wizard says that his staff will
231     aid you in your adventures, but that mere mortals should be very careful
231     because sorcery is a dangerous thing. He disappears in a puff of silver
231     smoke.
232     You are in the Necromancer's prison. No one has ever escaped from here
232     alive. You have been put in the highest tower and the door shut. Good
232     luck, you'll need it.
233     You are in an extremely small classroom with tiny desks and chairs. At
233     the front of the room is a green blackboard with the homework for the
233     day written on it. It says, "Order is very important when spelling."
233     Spelling homework:  Beleg
233                         Ulmo
233                         Gelbo
234     You are on the east side of the falls. The drops of water reflect back
234     the light in a beautiful rainbow of color.
235     You are on the west side of the falls. The drops of water reflect back
235     the light in a beautiful rainbow of color.
236     You have entered a room with paintings along the north and south sides.
236     The paintings are all of beautiful sunrises.
237     The walls of this room are covered with charcoal drawings of the most
237     exquisite beauty I've ever seen. They are all drawings of sunsets.
238     This room has a very bright hopeful feeling about it. There are strange
238     devices lying on benches lining the walls. Their function can't be
238     determined by me; we'd better leave them alone. A sign on the east wall
238     says: "Science Fair 2025".
239     The room you have just entered has a very stale smell in the air, like
239     it hasn't been disturbed for many, many years. As you look around, you
239     see that this used to be a treasury for an ancient civilization. Most
239     of the treasures have been stolen long ago.
240     You are on an unused path.
241     You are in the spacious Palace of the Elven King. Beautiful old
241     tapestries line the walls and carved pillars support the lofty roof.
241     Enchanting music seems to flow out of nowhere. Many passages lead
241     off to unknown places.
242     You are on a long spiral staircase.
243     You are in a room with a huge oak table with curious carvings around
243     the edges. On the wall to the west is a tapestry depicting a great
243     battle where the elves were able to defeat the Necromancer, but their
243     greatest weapon was broken into four pieces. On the south wall an old
243     piece of parchment is posted.
244     You have entered a great hall with tables and chairs filling the floor.
244     Two rows of pillars march down the length of the hall. The remains of
244     a great feast can be seen.
245     You have entered a very richly decorated chamber, obviously the King's.
245     Great chests and closets contain but a fraction of his robes. One
245     entire wall is covered with shelves loaded with books and rolls of
245     parchment.
246     You are in a sloping east/west tunnel.
247     You are in a long hallway paved with gold and silver. Torches along the
247     walls cast a ruddy glow down the hall. To the west an elf in armor
247     stands blocking the doorway. He asks for the password to enter.
248     You're in a long comforting hallway.
249     You are in a room with many elves sitting on benches. At the south end
249     of the room a very old elf is speaking. He tells of a great ring used
249     long ago, which had great power, but was broken and lost. The ring was
249     made in a secret place near a waterfall but when the enemy learned of
249     its creation place, he caused the water to dry up and a great wind to
249     prevent anyone from approaching.
250     You are in the Elven King's treasury.
251     You are in the kitchen. Great pots and bowls are scattered over the
251     tables. A few elves over in the corner are attempting to clean up.
252     You are in a great room full of barrels and crates and boxes. There
252     are aisles threading around between the stacks.
253     You're in a long sloping east/west tunnel.
254     You're in a long east/west tunnel.
255     You are on the north side of a 50-foot-wide crevasse.
256     You are on the south side of a 50-foot-wide crevasse.
257     You are in the dungeon.
258     You are on a long spiral staircase.
259     You are on a long spiral staircase.
260     You are on a long spiral staircase.
261     You are on a long spiral staircase.
262     You are on a long spiral staircase.
263     You are on a long spiral staircase.
264     You are in a very, VERY strange room. The whole atmosphere seems to be
264     crawling with a powerful force. At the north end of the room a fiercely
264     bright light can be seen.
265     You are at the edge of a deep crack going down into the center of the
265     Earth. A very old, and little used path descends into the crack.
266     You have descended to the very center of the Earth. The heat is very
266     intense here. Some old tools are lying on the ground, seemingly
266     untouched by the heat.
267     You are in a room containing what appears to be the ruins of an ancient
267     temple. On one wall is some writing. It appears to be part of the Greek
267     alphabet.
268     You are in a room with pictures of many geometric shapes painted on the
268     walls. The only way out is the way you came in.
269     You're in the boat at the east side of the reservoir.
270     You are at the edge of a large underground reservoir. An opaque cloud
270     of white mist fills the room and rises rapidly upward. The lake is fed
270     by a stream, which tumbles out of a hole in the wall about 10 feet
270     overhead and splashes noisily into the water somewhere within the mist.
270     The only passage goes back towards the east. There is a little boat here.
271     You are in an extremely narrow passage which slopes downward. The walls
271     are very cold and dripping with condensation.
272     You have entered a room with green walls, a green ceiling, and a green
272     floor. There is a green door in the south wall, and an exit leading NE.
273     You are behind the green door.
274     You are in a room with a sand floor. A warm, dry breeze is blowing
274     through the room from the east exit.
-1
* Section 2: Short descriptions of cave locations
* Each line starts with a location number, followed by the short description.
*
2
1       You're at end of road again.
2       You're at hill in road.
3       You're inside the building.
4       You're in a valley.
5       You're in forest.
6       You're in forest.
7       You're at slit in streambed.
8       You're outside the grate.
9       You're below the grate.
10      You're in cobble crawl.
11      You're in forest.
12      You're at end of path.
13      You're inside shack.
14      You're at top of small pit.
15      You're in Hall of Mists.
18      You're in nugget of gold room.
19      You're in Hall of Mt. King.
23      You're at west end of twopit room.
24      You're in east pit.
25      You're in west pit.
33      You're at "Y2".
35      You're at window on pit.
36      You're in dirty passage.
39      You're in dusty rock room.
41      You're at west end of Hall of Mists.
57      You're at brink of pit.
60      You're at east end of long hall.
61      You're at west end of long hall.
64      You're at complex junction.
66      You're in Swiss cheese room.
67      You're at east end of twopit room.
68      You're in slab room.
71      You're at junction of three secret canyons.
74      You're in secret E/W canyon above tight canyon.
88      You're in narrow corridor.
91      You're at steep incline above large room.
92      You're in giant room.
95      You're in cavern with waterfall.
96      You're in soft room.
97      You're in Oriental room.
98      You're in misty cavern.
99      You're in alcove.
100     You're in plover room.
101     You're in dark room.
102     You're in arched hall.
103     You're in shell room.
106     You're in anteroom.
108     You're at Witt's end.
109     You're in mirror canyon.
110     You're at window on pit.
111     You're at top of stalactite.
113     You're at reservoir. There is a boat here.
115     You're at NE end.
116     You're at SW end.
117     You're on SW side of chasm.
118     You're in sloping corridor.
122     You're on NE side of chasm.
123     You're in corridor.
124     You're at fork in path.
125     You're at junction with warm walls.
126     You're at breathtaking view.
127     You're in chamber of boulders.
128     You're in limestone passage.
129     You're in front of barren room.
130     You're in barren room.
141     You're in marble room.
142     You're in windy passage.
143     You're in chamber of the east wind.
144     You're in west windy passage.
146     You're in noname room.
147     You're in mirror room.
148     You're in slide room.
150     You're in singing water room.
151     You're in garden room.
153     You're in mole room.
160     You're in the piano room.
161     You're in the elves prison.
162     You're in empty room.
163     You're in creepy room.
165     You're in obsidian room.
166     You're in debris room.
167     You're at the reservoir. There is a boat here.
171     You're in the boat.
172     You're in the throne room.
173     You're at the entrance to the 7 sacred pools.
175     You're in the first pool.
176     You're in the second pool.
177     You're in the third pool.
178     You're in the fourth pool.
179     You're in the fifth pool.
180     You're in the sixth pool.
181     You're in the seventh pool.
182     You're in musty room.
184     You're in an alcove next to the second pool.
186     You're in the room with the "Pleasure" sign.
208     You're in the geneology room.
209     You're in damp room.
216     You're in the dark suck room.
219     You're in Kazak's chamber.
227     You're on east bank of fissure.
229     You're in the pulsing room.
231     You're in the Wizard's chamber.
232     You're in the Necromancer's prison.
233     You're in a small classroom.
234     You're on the east side of the falls.
235     You're on the west side of the falls.
236     You're in the sunrise room.
237     You're in the sunset room.
238     You're in the future room.
239     You're in the past room.
241     You're in the spacious Palace of the Elven King.
243     You're in the round table room.
244     You're in the banquet hall.
245     You're in the King's chambers.
247     You're in the golden hallway.
249     You're in the folklore room.
251     You're in the kitchen.
252     You're in a storage room.
264     You're in a very, VERY strange room.
265     You're at the edge of the crack.
266     You're at the center of the earth.
267     You're in the Greek room.
268     You're in the geometry room.
269     You're in the boat.
279     You're at reservoir. There is a boat here.
271     You're in the dripping passage.
272     You're behind the green door.
274     You're in the sand room.
-1
* Section 3: Travel table.
* Each line contains a location number (X), a second location number (Y), and a list
* of motion numbers (see Section 4). Each motion represents a verb which will go to
* Y if currently at X. Y, in turn, is interpreted as follows:
*
* Let M = Y / 4000, N = Y % 4000.
* 	If N <= 1000			Y is the location to go to.
* 	If 1000 < N < 1500		N-1000 is used in a computed condition in
* 					a section of special code.
* 	If 1500 < N < 3000		Message N-1500 from section 6 is printed,
* 					and he stays where he is.
* 	If 3000 < N < 4000		He goes to N-1500, but there is no way back.
*
* Meanwhile, M specifies the conditions on the motion.
*	If M = 0			The motion is unconditional.
*	If 0 < M < 100			The motion is done with M percent probability.
*	If M = 100			Unconditional, but forbidden to dwarves.
*	If 100 < M <= 600		He must be carrying object M-100.
*	If 600 < M <= 1100		Must be carrying or in same room as M-600.
*	If 1100 < M <= 1600		Prop[M-1100] must not be 0.
*	If 1600 < M <= 2100		Prop[M-1600] must not be 1.
*	If 2100 < M <= 2600		Prop[M-2100] must not be 2.
*
* If the condition (if any) is not met, then the next different destination value
* is used (unless it fails to meet its conditions, in which  case the next is found).
* Typically, the next destination will be for one of the same verbs, so that its only
* use is as the alternate destination for those verbs. For instance:
*
*	15	440022	29	31	34	35	23	43
*	15	14	29
*
* This says that, from location 15, any of the verbs 29, 31, etc. will take him to
* location 22 if he is carrying object 10, and otherwise will take him to location 14.
* 
* 	11	4412008	49
*	11	9		50
*
* This says that, from location 11, verb 49 takes him to location 8 unless prop[3] is
* zero, in which case he goes to location 9. Verb 50 takes him to location 9 regardless
* of prop[3].
* 
3
